title,location,Status,size,price,pricepersqfeet
2 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1200 , 55.19 00000 ,"4,603 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1650 , 75.9 00000 ,"4,600 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1550 , 71.3 00000 ,"4,600 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1820 , 83.71 00000 ,"4,602 / sq ft"
3 BHK Apartment,"Gandi Maisamma, Hyderabad",Under Construction,1190 , 54 00000 ,"4,537 / sq ft"
2 BHK Apartment,"Badangpet, Hyderabad",Ready to move,917 , 55 00000 ,"5,997 / sq ft"
2 BHK Apartment in Incor Lake City Projects Pvt Ltd,"Patancheru, Hyderabad",Under Construction,1113 , 72 00000 ,"6,469 / sq ft"
2 BHK Apartment,"Kothapet, Hyderabad",Ready to move,1080 , 51 00000 ,"4,722 / sq ft"
3 BHK Apartment in RK Laxmi Kumar RK Heights,"Saroor Nagar, Hyderabad",Ready to move,1800 , 1.39 0000000 ,"7,722 / sq ft"
2 BHK Independent House,"Jillelguda, Hyderabad",Ready to move,800 , 61 00000 ,"7,625 / sq ft"
3 BHK Apartment in Western Plaza,"Shaikpet, Hyderabad",Ready to move,1802 , 1.3 0000000 ,"7,214 / sq ft"
3 BHK Apartment in S V S S S V S S Navya Pride,"Manikonda, Hyderabad",Ready to move,1755 , 90 00000 ,"5,128 / sq ft"
Residential Plot,"Sadashivpet, Hyderabad",Resale,1800 , 22 00000 ,"1,222 / sq ft"
3 BHK Independent House,"Sainikpuri, Hyderabad",Ready to move,2300 , 1.55 0000000 ,"6,739 / sq ft"
3 BHK Apartment in Sahiti Nirupama,"Tellapur, Hyderabad",Under Construction,1841 , 1.05 0000000 ,"5,703 / sq ft"
2 BHK Apartment in Hallmark Sunnyside,"Manchirevula, Hyderabad",Under Construction,1250 , 86 00000 ,"6,880 / sq ft"
6 BHK Villa,"Pragathi Nagar Kukatpally, Hyderabad",Ready to move,2800 , 3.5 0000000 ,"12,500 / sq ft"
2 BHK Apartment,"Ramanthapur, Hyderabad",Ready to move,1177 , 65 00000 ,"5,522 / sq ft"
3 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",Under Construction,1400 , 1.2 0000000 ,"8,571 / sq ft"
2 BHK Apartment,"Attapur, Hyderabad",Ready to move,1130 , 62 00000 ,"5,486 / sq ft"
2 BHK Apartment in P R Residency,"Bandlaguda Jagir, Hyderabad",Ready to move,1150 , 55 00000 ,"4,782 / sq ft"
3 BHK Apartment,"Manikonda, Hyderabad",Ready to move,1870 , 1.19 0000000 ,"6,417 / sq ft"
2 BHK Apartment,"Chintalmet, Hyderabad",Ready to move,1130 , 62 00000 ,"5,486 / sq ft"
3 BHK Apartment,"Narayanguda, Hyderabad",Under Construction,1400 , 1.2 0000000 ,"8,571 / sq ft"
2 BHK Apartment,"Kushaiguda, Hyderabad",Ready to move,960 , 50 00000 ,"5,208 / sq ft"
2 BHK Independent House,"Jai Suryapatnam, Hyderabad",Ready to move,1250 , 78 00000 ,"6,240 / sq ft"
2 BHK Independent House,"Jai Suryapatnam, Hyderabad",Ready to move,1000 , 65 00000 ,"6,500 / sq ft"
1 BHK Independent House,"Kishan Bagh, Hyderabad",Ready to move,360 , 65 00000 ,"18,055 / sq ft"
2 BHK Independent House,"Moula Ali, Hyderabad",Ready to move,1800 , 2.25 0000000 ,"12,500 / sq ft"
3 BHK Apartment in Cybercity Oriana,"Kukatpally, Hyderabad",Under Construction,2050 , 1.79 0000000 ,"8,731 / sq ft"
2 BHK Independent House in VRR Greenpark Enclave,"Dammaiguda, Hyderabad",Ready to move,900 , 60 00000 ,"6,666 / sq ft"
Residential Plot in Siyora Shakthi County Phase 1,"Bibinagar, Hyderabad",Resale,1800 , 24 00000 ,"1,333 / sq ft"
Residential Plot,"Shamirpet, Hyderabad",Resale,2727 , 22 00000 ,806 / sq ft
2 BHK Apartment,"Nacharam, Hyderabad",Under Construction,1040 , 48 00000 ,"4,615 / sq ft"
3 BHK Apartment in Pruthvi Raintree Abode,"Nallagandla Gachibowli, Hyderabad",Ready to move,1380 , 95 00000 ,"6,884 / sq ft"
3 BHK Apartment in Incor Bonsai Homes,"Nallagandla Gachibowli, Hyderabad",Ready to move,1440 , 89 00000 ,"6,180 / sq ft"
3 BHK Apartment,"Pocharam, Hyderabad",Under Construction,1440 , 60 00000 ,"4,166 / sq ft"
2 BHK Apartment,"Manikonda, Hyderabad",Ready to move,1180 , 58 00000 ,"4,915 / sq ft"
3 BHK Apartment in GK Pride,"Yapral, Hyderabad",Ready to move,1685 , 1.08 0000000 ,"6,409 / sq ft"
2 BHK Apartment,"Gajularamaram, Hyderabad",Ready to move,1230 , 66 00000 ,"5,365 / sq ft"
2 BHK Apartment,"LB Nagar, Hyderabad",Ready to move,1122 , 80 00000 ,"7,130 / sq ft"
4 BHK Independent House,"Almasguda, Hyderabad",Ready to move,2500 , 1.5 0000000 ,"6,000 / sq ft"
3 BHK Apartment,"Alwal, Hyderabad",Under Construction,1400 , 77 00000 ,"5,500 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1575 , 83.45 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1705 , 90.34 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1320 , 69.94 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1055 , 55.9 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1710 , 90.61 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1315 , 69.68 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1360 , 72.06 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1760 , 93.26 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1670 , 88.49 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1275 , 67.56 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1210 , 64.11 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1740 , 92.2 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1810 , 95.91 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1815 , 96.17 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1280 , 67.82 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1260 , 66.76 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1790 , 94.85 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1270 , 67.29 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1725 , 91.4 00000 ,"5,299 / sq ft"
3 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1865 , 98.82 00000 ,"5,299 / sq ft"
2 BHK Apartment in Beams 4 Blocks,"Kompally, Hyderabad",Under Construction,1265 , 67.03 00000 ,"5,299 / sq ft"
Residential Plot in Metro Landmark Annexe,"Medchal, Hyderabad",Resale,3051 , 60 00000 ,"1,966 / sq ft"
4 BHK Villa,"Bachupally, Hyderabad",Ready to move,1800 , 2.68 0000000 ,"14,888 / sq ft"
3 BHK Apartment,"Malkajgiri, Hyderabad",Ready to move,1310 , 69 00000 ,"5,267 / sq ft"
2 BHK Apartment in Sri Skyline Darshan Castle,"Hayathnagar, Hyderabad",Under Construction,1250 , 50 00000 ,"4,000 / sq ft"
3 BHK Villa in Modi Villa Orchids,"Kowkur, Hyderabad",Ready to move,1940 , 2.15 0000000 ,"11,082 / sq ft"
4 BHK Apartment in Lanco Hills Apartments,"Manikonda, Hyderabad",Ready to move,3658 , 3.98 0000000 ,"10,880 / sq ft"
3 BHK Apartment in NCL Sindhu,"Kompally, Hyderabad",Ready to move,1760 , 1.5 0000000 ,"8,522 / sq ft"
1 RK Studio Apartment,"Serilingampally, Hyderabad",Ready to move,450 , 31 00000 ,"6,888 / sq ft"
3 BHK Apartment,"Alwal, Hyderabad",Under Construction,1540 , 80 00000 ,"5,194 / sq ft"
2 BHK Apartment,"Pocharam, Hyderabad",Under Construction,970 , 38 00000 ,"3,917 / sq ft"
2 BHK Apartment in Aalaya Aspire,"Bachupally, Hyderabad",Under Construction,1150 , 65 00000 ,"5,652 / sq ft"
4 BHK Villa,"Shaikpet, Hyderabad",Ready to move,4770 , 8.5 0000000 ,"17,819 / sq ft"
2 BHK Apartment in Reputed Builder Tarnaka Towers,"Uppal Kalan, Hyderabad",Ready to move,400 , 40 00000 ,"10,000 / sq ft"
2 BHK Apartment,"Badangpet, Hyderabad",Ready to move,940 , 37.49 00000 ,"3,989 / sq ft"
2 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1165 , 63.5 00000 ,"5,450 / sq ft"
3 BHK Apartment in Advaita Mansion,"Medchal, Hyderabad",Under Construction,1900 , 60 00000 ,"3,157 / sq ft"
4 BHK Villa in Legend Chimes Phase 2,"Kokapet, Hyderabad",Ready to move,4500 , 8 0000000 ,"17,777 / sq ft"
2 BHK Apartment in Pacifica Hillcrest,"Nanakramguda, Hyderabad",Ready to move,1398 , 99 00000 ,"7,081 / sq ft"
2 BHK Apartment,"Toli Chowki, Hyderabad",Ready to move,900 , 55 00000 ,"6,111 / sq ft"
3 BHK Apartment in Keshav Estates,"Madhapur, Hyderabad",Ready to move,1240 , 70 00000 ,"5,645 / sq ft"
3 BHK Apartment,"Hayathnagar, Hyderabad",Ready to move,1550 , 68 00000 ,"4,387 / sq ft"
2 BHK Apartment in Swaraj Homes Sai Ratan Nivas,"Kothapet, Hyderabad",Ready to move,1000 , 70 00000 ,"7,000 / sq ft"
3 BHK Apartment,"Saidabad, Hyderabad",Ready to move,1610 , 1.25 0000000 ,"7,800 / sq ft"
7 BHK Independent House,"Alwal, Hyderabad",Ready to move,4500 , 2.8 0000000 ,"6,222 / sq ft"
3 BHK Apartment in Vertex Prestige,"Kukatpally, Hyderabad",Ready to move,1510 , 80 00000 ,"5,298 / sq ft"
2 BHK Apartment in Swaraj Homes Kendriya Vihar Phase 3,"Bandlaguda Jagir, Hyderabad",Ready to move,1111 , 47 00000 ,"4,230 / sq ft"
3 BHK Villa in GT Infra Water Front,"Patancheru, Hyderabad",Under Construction,1630 , 1.26 0000000 ,"7,730 / sq ft"
6 BHK Villa,"Yapral, Hyderabad",Ready to move,2800 , 1.95 0000000 ,"6,964 / sq ft"
3 BHK Apartment in Prithvi Prithvi Elite,"Kompally, Hyderabad",Ready to move,1450 , 90 00000 ,"6,206 / sq ft"
3 BHK Apartment in Ananda Homes Bay Hills,"Narsingi, Hyderabad",Ready to move,1926 , 1.8 0000000 ,"9,345 / sq ft"
2 BHK Apartment in Provident Kenworth,"Rajendra Nagar, Hyderabad",Ready to move,928 , 64 00000 ,"6,896 / sq ft"
3 BHK Independent House,"Hyderguda, Hyderabad",Ready to move,1575 , 4 0000000 ,"25,396 / sq ft"
2 BHK Apartment,"Meerpet, Hyderabad",Ready to move,870 , 40 00000 ,"4,597 / sq ft"
3 BHK Apartment in Prithvi Prithvi Elite,"Kompally, Hyderabad",Ready to move,1450 , 90 00000 ,"6,206 / sq ft"
3 BHK Apartment in Ananda Homes Bay Hills,"Narsingi, Hyderabad",Ready to move,1926 , 1.8 0000000 ,"9,345 / sq ft"
Residential Plot in Glentree Pharma County II,"Nandiwanaparthy, Hyderabad",Resale,1485 , 18 00000 ,"1,212 / sq ft"
Residential Plot,"Thummaloor, Hyderabad",Resale,1350 , 37.5 00000 ,"2,777 / sq ft"
Residential Plot in SSVS MJs Prime,"Tukkuguda, Hyderabad",Resale,2520 , 70 00000 ,"2,777 / sq ft"
Residential Plot,"Bowenpally, Hyderabad",Resale,5400 , 6.6 0000000 ,"12,222 / sq ft"
Residential Plot,"Mansanpally, Hyderabad",Resale,1800 , 28 00000 ,"1,555 / sq ft"
2 BHK Apartment in Provident Kenworth,"Rajendra Nagar, Hyderabad",Ready to move,994 , 63 00000 ,"6,338 / sq ft"
3 BHK Independent House,"Karwan, Hyderabad",Ready to move,1305 , 1.35 0000000 ,"10,344 / sq ft"
3 BHK Villa in Mantoor Nandan Serenity,"Velmala, Hyderabad",Ready to move,2100 , 1.68 0000000 ,"8,000 / sq ft"
2 BHK Apartment,"Kollur, Hyderabad",Under Construction,1350 , 42 00000 ,"3,111 / sq ft"
2 BHK Apartment,"Nizampet, Hyderabad",Ready to move,1100 , 54 00000 ,"4,909 / sq ft"
Residential Plot in Hastina Brissa,"Kadthal, Hyderabad",Resale,12150 , 25 00000 ,205 / sq ft
2 BHK Apartment,"Bachupally, Hyderabad",Ready to move,1180 , 59.5 00000 ,"5,042 / sq ft"
3 BHK Villa,"Bhanur, Hyderabad",Under Construction,2551 , 1.2 0000000 ,"4,704 / sq ft"
2 BHK Apartment,"Miyapur, Hyderabad",Ready to move,800 , 40 00000 ,"5,000 / sq ft"
2 BHK Independent House,"Boduppal, Hyderabad",Under Construction,1350 , 1.5 0000000 ,"11,111 / sq ft"
3 BHK Apartment in Sai Jyothi Keerthi Signature,"Kondapur, Hyderabad",Under Construction,1595 , 1.18 0000000 ,"7,398 / sq ft"
1 BHK Independent House,"Jillelguda, Hyderabad",Ready to move,1000 , 63 00000 ,"6,300 / sq ft"
8 BHK Independent House,"Moula Ali, Hyderabad",Ready to move,3240 , 2.85 0000000 ,"8,796 / sq ft"
